11.0016 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?
105.2085 	EXP 	New trial (rep=0, index=27): {'word': 0, 'location': 1, 'image': u'C.png', 'repetition': 1, 'trialnum': 172, 'condition': u'R'}
105.2165 	EXP 	l_block_trial_image: autoDraw = False
105.2165 	EXP 	l_block_trial_blank: autoDraw = False
105.2165 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
105.2165 	EXP 	l_block_trial_image: image = u'C.png'
105.2165 	EXP 	l_block_trial_image: autoDraw = True
106.0083 	EXP 	l_block_trial_blank: autoDraw = True
106.0249 	EXP 	l_block_trial_image: autoDraw = False
106.2087 	EXP 	New trial (rep=0, index=28): {'word': 0, 'location': 2, 'image': u'F.png', 'repetition': 1, 'trialnum': 173, 'condition': u'R'}
106.2167 	EXP 	l_block_trial_image: autoDraw = False
106.2167 	EXP 	l_block_trial_blank: autoDraw = False
106.2167 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
106.2167 	EXP 	l_block_trial_image: image = u'F.png'
106.2167 	EXP 	l_block_trial_image: autoDraw = True
107.0085 	EXP 	l_block_trial_blank: autoDraw = True
107.0251 	EXP 	l_block_trial_image: autoDraw = False
107.2090 	EXP 	New trial (rep=0, index=29): {'word': 0, 'location': 3, 'image': u'K.png', 'repetition': 1, 'trialnum': 174, 'condition': u'R'}
107.2168 	EXP 	l_block_trial_image: autoDraw = False
107.2168 	EXP 	l_block_trial_blank: autoDraw = False
107.2168 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
107.2168 	EXP 	l_block_trial_image: image = u'K.png'
107.2168 	EXP 	l_block_trial_image: autoDraw = True
108.0086 	EXP 	l_block_trial_blank: autoDraw = True
108.0253 	EXP 	l_block_trial_image: autoDraw = False
108.2090 	EXP 	New trial (rep=0, index=30): {'word': 0, 'location': 1, 'image': u'D.png', 'repetition': 1, 'trialnum': 175, 'condition': u'R'}
108.2170 	EXP 	l_block_trial_image: autoDraw = False
108.2170 	EXP 	l_block_trial_blank: autoDraw = False
108.2170 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
108.2170 	EXP 	l_block_trial_image: image = u'D.png'
108.2170 	EXP 	l_block_trial_image: autoDraw = True
109.0088 	EXP 	l_block_trial_blank: autoDraw = True
109.0255 	EXP 	l_block_trial_image: autoDraw = False
109.2092 	EXP 	New trial (rep=0, index=31): {'word': 0, 'location': 2, 'image': u'C.png', 'repetition': 1, 'trialnum': 176, 'condition': u'R'}
109.2172 	EXP 	l_block_trial_image: autoDraw = False
109.2172 	EXP 	l_block_trial_blank: autoDraw = False
109.2172 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
109.2172 	EXP 	l_block_trial_image: image = u'C.png'
109.2172 	EXP 	l_block_trial_image: autoDraw = True
110.0090 	EXP 	l_block_trial_blank: autoDraw = True
110.0258 	EXP 	l_block_trial_image: autoDraw = False
110.2094 	EXP 	New trial (rep=0, index=32): {'word': 0, 'location': 3, 'image': u'H.png', 'repetition': 1, 'trialnum': 177, 'condition': u'R'}
110.2174 	EXP 	l_block_trial_image: autoDraw = False
110.2174 	EXP 	l_block_trial_blank: autoDraw = False
110.2174 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
110.2174 	EXP 	l_block_trial_image: image = u'H.png'
110.2174 	EXP 	l_block_trial_image: autoDraw = True
110.5760 	DATA 	Keypress: 3
111.0092 	EXP 	l_block_trial_blank: autoDraw = True
111.0259 	EXP 	l_block_trial_image: autoDraw = False
111.2096 	EXP 	New trial (rep=0, index=33): {'word': 0, 'location': 1, 'image': u'E.png', 'repetition': 1, 'trialnum': 178, 'condition': u'R'}
111.2176 	EXP 	l_block_trial_image: autoDraw = False
111.2176 	EXP 	l_block_trial_blank: autoDraw = False
111.2176 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
111.2176 	EXP 	l_block_trial_image: image = u'E.png'
111.2176 	EXP 	l_block_trial_image: autoDraw = True
112.0094 	EXP 	l_block_trial_blank: autoDraw = True
112.0261 	EXP 	l_block_trial_image: autoDraw = False
112.2097 	EXP 	New trial (rep=0, index=34): {'word': 0, 'location': 2, 'image': u'L.png', 'repetition': 1, 'trialnum': 179, 'condition': u'R'}
112.2178 	EXP 	l_block_trial_image: autoDraw = False
112.2178 	EXP 	l_block_trial_blank: autoDraw = False
112.2178 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
112.2178 	EXP 	l_block_trial_image: image = u'L.png'
112.2178 	EXP 	l_block_trial_image: autoDraw = True
113.0097 	EXP 	l_block_trial_blank: autoDraw = True
113.0263 	EXP 	l_block_trial_image: autoDraw = False
113.2100 	EXP 	New trial (rep=0, index=35): {'word': 0, 'location': 3, 'image': u'A.png', 'repetition': 1, 'trialnum': 180, 'condition': u'R'}
113.2185 	EXP 	l_block_trial_image: autoDraw = False
113.2185 	EXP 	l_block_trial_blank: autoDraw = False
113.2185 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
113.2185 	EXP 	l_block_trial_image: image = u'A.png'
113.2185 	EXP 	l_block_trial_image: autoDraw = True
114.0098 	EXP 	l_block_trial_blank: autoDraw = True
114.0286 	EXP 	l_block_trial_image: autoDraw = False
114.2102 	EXP 	New trial (rep=0, index=36): {'word': 0, 'location': 1, 'image': u'F.png', 'repetition': 1, 'trialnum': 181, 'condition': u'R'}
114.2187 	EXP 	l_block_trial_image: autoDraw = False
114.2187 	EXP 	l_block_trial_blank: autoDraw = False
114.2187 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
114.2187 	EXP 	l_block_trial_image: image = u'F.png'
114.2187 	EXP 	l_block_trial_image: autoDraw = True
115.0100 	EXP 	l_block_trial_blank: autoDraw = True
115.0267 	EXP 	l_block_trial_image: autoDraw = False
115.2104 	EXP 	New trial (rep=0, index=37): {'word': 0, 'location': 2, 'image': u'J.png', 'repetition': 1, 'trialnum': 182, 'condition': u'R'}
115.2189 	EXP 	l_block_trial_image: autoDraw = False
115.2189 	EXP 	l_block_trial_blank: autoDraw = False
115.2189 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
115.2189 	EXP 	l_block_trial_image: image = u'J.png'
115.2189 	EXP 	l_block_trial_image: autoDraw = True
116.0101 	EXP 	l_block_trial_blank: autoDraw = True
116.0268 	EXP 	l_block_trial_image: autoDraw = False
116.2105 	EXP 	New trial (rep=0, index=38): {'word': 0, 'location': 3, 'image': u'M.png', 'repetition': 1, 'trialnum': 183, 'condition': u'R'}
116.2185 	EXP 	l_block_trial_image: autoDraw = False
116.2185 	EXP 	l_block_trial_blank: autoDraw = False
116.2185 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
116.2185 	EXP 	l_block_trial_image: image = u'M.png'
116.2185 	EXP 	l_block_trial_image: autoDraw = True
117.0103 	EXP 	l_block_trial_blank: autoDraw = True
117.0269 	EXP 	l_block_trial_image: autoDraw = False
117.2107 	EXP 	New trial (rep=0, index=39): {'word': 0, 'location': 1, 'image': u'E.png', 'repetition': 1, 'trialnum': 184, 'condition': u'R'}
117.2187 	EXP 	l_block_trial_image: autoDraw = False
117.2187 	EXP 	l_block_trial_blank: autoDraw = False
117.2187 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
117.2187 	EXP 	l_block_trial_image: image = u'E.png'
117.2187 	EXP 	l_block_trial_image: autoDraw = True
118.0106 	EXP 	l_block_trial_blank: autoDraw = True
118.0271 	EXP 	l_block_trial_image: autoDraw = False
118.2108 	EXP 	New trial (rep=0, index=40): {'word': 0, 'location': 2, 'image': u'G.png', 'repetition': 1, 'trialnum': 185, 'condition': u'R'}
118.2188 	EXP 	l_block_trial_image: autoDraw = False
118.2188 	EXP 	l_block_trial_blank: autoDraw = False
118.2188 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
118.2188 	EXP 	l_block_trial_image: image = u'G.png'
118.2188 	EXP 	l_block_trial_image: autoDraw = True
119.0106 	EXP 	l_block_trial_blank: autoDraw = True
119.0273 	EXP 	l_block_trial_image: autoDraw = False
119.2110 	EXP 	New trial (rep=0, index=41): {'word': 0, 'location': 3, 'image': u'C.png', 'repetition': 1, 'trialnum': 186, 'condition': u'R'}
119.2190 	EXP 	l_block_trial_image: autoDraw = False
119.2190 	EXP 	l_block_trial_blank: autoDraw = False
119.2190 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
119.2190 	EXP 	l_block_trial_image: image = u'C.png'
119.2190 	EXP 	l_block_trial_image: autoDraw = True
120.0108 	EXP 	l_block_trial_blank: autoDraw = True
120.0275 	EXP 	l_block_trial_image: autoDraw = False
120.2112 	EXP 	New trial (rep=0, index=42): {'word': 0, 'location': 1, 'image': u'D.png', 'repetition': 1, 'trialnum': 187, 'condition': u'R'}
120.2192 	EXP 	l_block_trial_image: autoDraw = False
120.2192 	EXP 	l_block_trial_blank: autoDraw = False
120.2192 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
120.2192 	EXP 	l_block_trial_image: image = u'D.png'
120.2192 	EXP 	l_block_trial_image: autoDraw = True
121.0110 	EXP 	l_block_trial_blank: autoDraw = True
121.0277 	EXP 	l_block_trial_image: autoDraw = False
121.2114 	EXP 	New trial (rep=0, index=43): {'word': 0, 'location': 2, 'image': u'D.png', 'repetition': 1, 'trialnum': 188, 'condition': u'R'}
121.2194 	EXP 	l_block_trial_image: autoDraw = False
121.2194 	EXP 	l_block_trial_blank: autoDraw = False
121.2194 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
121.2194 	EXP 	l_block_trial_image: image = u'D.png'
121.2194 	EXP 	l_block_trial_image: autoDraw = True
122.0112 	EXP 	l_block_trial_blank: autoDraw = True
122.0279 	EXP 	l_block_trial_image: autoDraw = False
122.2116 	EXP 	New trial (rep=0, index=44): {'word': 0, 'location': 3, 'image': u'G.png', 'repetition': 1, 'trialnum': 189, 'condition': u'R'}
122.2196 	EXP 	l_block_trial_image: autoDraw = False
122.2196 	EXP 	l_block_trial_blank: autoDraw = False
122.2196 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
122.2196 	EXP 	l_block_trial_image: image = u'G.png'
122.2196 	EXP 	l_block_trial_image: autoDraw = True
123.0114 	EXP 	l_block_trial_blank: autoDraw = True
123.0281 	EXP 	l_block_trial_image: autoDraw = False
123.2119 	EXP 	New trial (rep=0, index=45): {'word': 0, 'location': 1, 'image': u'L.png', 'repetition': 1, 'trialnum': 190, 'condition': u'R'}
123.2198 	EXP 	l_block_trial_image: autoDraw = False
123.2198 	EXP 	l_block_trial_blank: autoDraw = False
123.2198 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
123.2198 	EXP 	l_block_trial_image: image = u'L.png'
123.2198 	EXP 	l_block_trial_image: autoDraw = True
124.0116 	EXP 	l_block_trial_blank: autoDraw = True
124.0282 	EXP 	l_block_trial_image: autoDraw = False
124.2121 	EXP 	New trial (rep=0, index=46): {'word': 0, 'location': 2, 'image': u'B.png', 'repetition': 1, 'trialnum': 191, 'condition': u'R'}
124.2199 	EXP 	l_block_trial_image: autoDraw = False
124.2199 	EXP 	l_block_trial_blank: autoDraw = False
124.2199 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
124.2199 	EXP 	l_block_trial_image: image = u'B.png'
124.2199 	EXP 	l_block_trial_image: autoDraw = True
125.0118 	EXP 	l_block_trial_blank: autoDraw = True
125.0284 	EXP 	l_block_trial_image: autoDraw = False
125.2121 	EXP 	New trial (rep=0, index=47): {'word': 0, 'location': 3, 'image': u'J.png', 'repetition': 1, 'trialnum': 192, 'condition': u'R'}
125.2201 	EXP 	l_block_trial_image: autoDraw = False
125.2201 	EXP 	l_block_trial_blank: autoDraw = False
125.2201 	EXP 	l_block_trial_image: size = array([ 0.5       ,  1.07407407])
125.2201 	EXP 	l_block_trial_image: image = u'J.png'
125.2201 	EXP 	l_block_trial_image: autoDraw = True
126.0119 	EXP 	l_block_trial_blank: autoDraw = True
126.0286 	EXP 	l_block_trial_image: autoDraw = False
126.2085 	EXP 	Imported blank1.xlsx as conditions, 12 conditions, 6 params
126.2087 	EXP 	Created sequence: sequential, trialTypes=12, nReps=1, seed=None
126.2090 	EXP 	New trial (rep=0, index=0): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
126.2120 	EXP 	l_block_trial_image: autoDraw = False
126.2120 	EXP 	l_block_trial_blank: autoDraw = False
126.2120 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
126.2120 	EXP 	blank_block_trial_image: image = u'blank.png'
126.2120 	EXP 	blank_block_trial_image: autoDraw = True
127.0204 	EXP 	blank_block_trial_image: autoDraw = False
127.2042 	EXP 	New trial (rep=0, index=1): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
127.2122 	EXP 	blank_block_trial_image: autoDraw = False
127.2122 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
127.2122 	EXP 	blank_block_trial_image: image = u'blank.png'
127.2122 	EXP 	blank_block_trial_image: autoDraw = True
128.0206 	EXP 	blank_block_trial_image: autoDraw = False
128.2044 	EXP 	New trial (rep=0, index=2): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
128.2123 	EXP 	blank_block_trial_image: autoDraw = False
128.2123 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
128.2123 	EXP 	blank_block_trial_image: image = u'blank.png'
128.2123 	EXP 	blank_block_trial_image: autoDraw = True
129.0208 	EXP 	blank_block_trial_image: autoDraw = False
129.2045 	EXP 	New trial (rep=0, index=3): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
129.2125 	EXP 	blank_block_trial_image: autoDraw = False
129.2125 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
129.2125 	EXP 	blank_block_trial_image: image = u'blank.png'
129.2125 	EXP 	blank_block_trial_image: autoDraw = True
130.0210 	EXP 	blank_block_trial_image: autoDraw = False
130.2049 	EXP 	New trial (rep=0, index=4): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
130.2127 	EXP 	blank_block_trial_image: autoDraw = False
130.2127 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
130.2127 	EXP 	blank_block_trial_image: image = u'blank.png'
130.2127 	EXP 	blank_block_trial_image: autoDraw = True
131.0212 	EXP 	blank_block_trial_image: autoDraw = False
131.2049 	EXP 	New trial (rep=0, index=5): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
131.2129 	EXP 	blank_block_trial_image: autoDraw = False
131.2129 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
131.2129 	EXP 	blank_block_trial_image: image = u'blank.png'
131.2129 	EXP 	blank_block_trial_image: autoDraw = True
132.0213 	EXP 	blank_block_trial_image: autoDraw = False
132.2052 	EXP 	New trial (rep=0, index=6): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
132.2131 	EXP 	blank_block_trial_image: autoDraw = False
132.2131 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
132.2131 	EXP 	blank_block_trial_image: image = u'blank.png'
132.2131 	EXP 	blank_block_trial_image: autoDraw = True
133.0215 	EXP 	blank_block_trial_image: autoDraw = False
133.2054 	EXP 	New trial (rep=0, index=7): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
133.2133 	EXP 	blank_block_trial_image: autoDraw = False
133.2133 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
133.2133 	EXP 	blank_block_trial_image: image = u'blank.png'
133.2133 	EXP 	blank_block_trial_image: autoDraw = True
134.0217 	EXP 	blank_block_trial_image: autoDraw = False
134.2056 	EXP 	New trial (rep=0, index=8): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
134.2134 	EXP 	blank_block_trial_image: autoDraw = False
134.2134 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
134.2134 	EXP 	blank_block_trial_image: image = u'blank.png'
134.2134 	EXP 	blank_block_trial_image: autoDraw = True
135.0219 	EXP 	blank_block_trial_image: autoDraw = False
135.2057 	EXP 	New trial (rep=0, index=9): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
135.2136 	EXP 	blank_block_trial_image: autoDraw = False
135.2136 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
135.2136 	EXP 	blank_block_trial_image: image = u'blank.png'
135.2136 	EXP 	blank_block_trial_image: autoDraw = True
136.0221 	EXP 	blank_block_trial_image: autoDraw = False
136.2059 	EXP 	New trial (rep=0, index=10): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
136.2138 	EXP 	blank_block_trial_image: autoDraw = False
136.2138 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
136.2138 	EXP 	blank_block_trial_image: image = u'blank.png'
136.2138 	EXP 	blank_block_trial_image: autoDraw = True
137.0223 	EXP 	blank_block_trial_image: autoDraw = False
137.2060 	EXP 	New trial (rep=0, index=11): {'word': 0, 'location': 0, 'image': u'blank.png', 'repetition': 0, 'trialnum': 0, 'condition': u'B'}
137.2140 	EXP 	blank_block_trial_image: autoDraw = False
137.2140 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
137.2140 	EXP 	blank_block_trial_image: image = u'blank.png'
137.2140 	EXP 	blank_block_trial_image: autoDraw = True
138.0225 	EXP 	blank_block_trial_image: autoDraw = False
138.2065 	EXP 	window1: blendMode = 'avg'
138.2069 	EXP 	Sound  started
138.2142 	EXP 	blank_block_trial_image: autoDraw = False
138.2144 	EXP 	window1: blendMode = 'avg'
138.2227 	EXP 	window1: blendMode = 'avg'
138.2310 	EXP 	window1: blendMode = 'avg'
138.2393 	EXP 	window1: blendMode = 'avg'
138.2477 	EXP 	window1: blendMode = 'avg'
138.2560 	EXP 	window1: blendMode = 'avg'
138.2643 	EXP 	window1: blendMode = 'avg'
138.2727 	EXP 	window1: blendMode = 'avg'
138.2810 	EXP 	window1: blendMode = 'avg'
138.2893 	EXP 	window1: blendMode = 'avg'
138.2977 	EXP 	window1: blendMode = 'avg'
138.3060 	EXP 	window1: blendMode = 'avg'
138.3144 	EXP 	window1: blendMode = 'avg'
138.3472 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
138.3474 	EXP 	window1: blendMode = 'avg'
138.3481 	EXP 	window1: blendMode = 'avg'
138.3561 	EXP 	window1: blendMode = 'avg'
138.3644 	EXP 	window1: blendMode = 'avg'
138.3727 	EXP 	window1: blendMode = 'avg'
138.3810 	EXP 	window1: blendMode = 'avg'
138.3894 	EXP 	window1: blendMode = 'avg'
138.3977 	EXP 	window1: blendMode = 'avg'
138.4061 	EXP 	window1: blendMode = 'avg'
138.4144 	EXP 	window1: blendMode = 'avg'
138.4227 	EXP 	window1: blendMode = 'avg'
138.4310 	EXP 	window1: blendMode = 'avg'
138.4394 	EXP 	window1: blendMode = 'avg'
138.4477 	EXP 	window1: blendMode = 'avg'
138.4563 	EXP 	window1: blendMode = 'avg'
138.4644 	EXP 	window1: blendMode = 'avg'
138.4727 	EXP 	window1: blendMode = 'avg'
138.4811 	EXP 	window1: blendMode = 'avg'
138.4894 	EXP 	window1: blendMode = 'avg'
138.4977 	EXP 	window1: blendMode = 'avg'
138.5061 	EXP 	window1: blendMode = 'avg'
138.5144 	EXP 	window1: blendMode = 'avg'
138.5227 	EXP 	window1: blendMode = 'avg'
138.5310 	EXP 	window1: blendMode = 'avg'
138.5394 	EXP 	window1: blendMode = 'avg'
138.5478 	EXP 	window1: blendMode = 'avg'
138.5561 	EXP 	window1: blendMode = 'avg'
138.5644 	EXP 	window1: blendMode = 'avg'
138.5728 	EXP 	window1: blendMode = 'avg'
138.5810 	EXP 	window1: blendMode = 'avg'
138.5894 	EXP 	window1: blendMode = 'avg'
138.5978 	EXP 	window1: blendMode = 'avg'
138.6061 	EXP 	window1: blendMode = 'avg'
138.6144 	EXP 	window1: blendMode = 'avg'
138.6227 	EXP 	window1: blendMode = 'avg'
138.6311 	EXP 	window1: blendMode = 'avg'
138.6394 	EXP 	window1: blendMode = 'avg'
138.6478 	EXP 	window1: blendMode = 'avg'
138.6561 	EXP 	window1: blendMode = 'avg'
138.6644 	EXP 	window1: blendMode = 'avg'
138.6728 	EXP 	window1: blendMode = 'avg'
138.6811 	EXP 	window1: blendMode = 'avg'
138.6894 	EXP 	window1: blendMode = 'avg'
138.6977 	EXP 	window1: blendMode = 'avg'
138.7061 	EXP 	window1: blendMode = 'avg'
138.7144 	EXP 	window1: blendMode = 'avg'
138.7228 	EXP 	window1: blendMode = 'avg'
138.7311 	EXP 	window1: blendMode = 'avg'
138.7394 	EXP 	window1: blendMode = 'avg'
138.7478 	EXP 	window1: blendMode = 'avg'
138.7561 	EXP 	window1: blendMode = 'avg'
138.7644 	EXP 	window1: blendMode = 'avg'
138.7728 	EXP 	window1: blendMode = 'avg'
138.7811 	EXP 	window1: blendMode = 'avg'
138.7894 	EXP 	window1: blendMode = 'avg'
138.7978 	EXP 	window1: blendMode = 'avg'
138.8061 	EXP 	window1: blendMode = 'avg'
138.8144 	EXP 	window1: blendMode = 'avg'
138.8228 	EXP 	window1: blendMode = 'avg'
138.8311 	EXP 	window1: blendMode = 'avg'
138.8394 	EXP 	window1: blendMode = 'avg'
138.8478 	EXP 	window1: blendMode = 'avg'
138.8561 	EXP 	window1: blendMode = 'avg'
138.8644 	EXP 	window1: blendMode = 'avg'
138.8728 	EXP 	window1: blendMode = 'avg'
138.8811 	EXP 	window1: blendMode = 'avg'
138.8895 	EXP 	window1: blendMode = 'avg'
138.8978 	EXP 	window1: blendMode = 'avg'
138.9061 	EXP 	window1: blendMode = 'avg'
